XscanNumber_YscanNumber,Type,BCID,xsec,xsecErr,SBIL,SBILErr
1_2,XY,1,86.0706793404577,4.423773986869721,0.006015768346006659,0.0003647254972926072
1_2,XY,892,93.14448763093361,5.070297161407905,0.0052153425194690775,0.00033407992284841513
1_2,XY,1786,89.43829310712482,4.293326282434242,0.006237715984567118,0.0003545276272374533
