Scan,Type,BCID,sigma,sigmaErr,Mean,MeanErr,CapSigma,CapSigmaErr,peak,peakErr,rate0sep,rate0sepErr,peakRateRatio,peakRateRatioErr,area,areaErr,fitStatus,chi2,ndof,covStatus
1,X,1,0.18911422997403832,0.005255905225954703,0.017390691501877338,0.010968129255624078,0.2674479088670295,0.007432972453092768,0.00016580059357870094,6.973947558483082e-06,0.00015972830339548998,1.3542149003940485e-05,1.038016369385555,0.09824093750011847,0.0001111514728318993,5.603667551279476e-06,0,8.495213690899378,6,3
1,X,892,0.18996809529870579,0.0060384931046370185,0.01842330684060348,0.012769161187445642,0.26865545678961433,0.008539718844874089,0.00018074421355246815,8.570215840524752e-06,0.0001732134277042146,1.1900968898103976e-05,1.0434769171655294,0.08710969664738785,0.0001217166533593704,6.948206761257428e-06,0,3.941512824614338,4,3
1,X,1786,0.18962784933121576,0.004915376175354513,0.038906277254049285,0.011673187390572557,0.2681742763278472,0.006951391651351946,0.00016165090760878487,6.62075863614587e-06,0.00015378263128274812,8.289896408412772e-06,1.0511649219447283,0.07116477398918483,0.00010866387769705516,5.266998105554503e-06,0,9.533830232232937,5,3
2,Y,1,0.2001189264551527,0.005775177041269507,0.016044994245755444,0.011979243781958217,0.28301089988042094,0.008167333696869061,0.0001672940690437486,8.137847070361884e-06,0.00015627567574816754,1.1717879841742101e-05,1.0705061311866397,0.09568044758633568,0.00011867893515093701,6.712509808344794e-06,0,10.563012703553287,6,3
2,Y,892,0.2148871085872277,0.006130637258345229,0.00903444660169009,0.013028075927385413,0.3038962633431974,0.008670030356741631,0.0001535534341781149,7.34073719283586e-06,0.00015238697739398212,9.3806368056726e-06,1.0076545699906956,0.07853745666476046,0.00011697009107003929,6.511911320879242e-06,0,3.9772856017378837,6,3
2,Y,1786,0.21659874640435217,0.005752479421607407,0.008734501526590116,0.011577389393170776,0.3063168847580455,0.008135234415309334,0.00015729742730730684,7.1001660820468975e-06,0.00015105173237607068,9.913833153802598e-06,1.0413480523062548,0.08294941228968426,0.00012077651399782874,6.325302054775352e-06,0,10.620057985977546,6,3
